T,V,Fv,Fd,Sv,Cv,CTE,density
0.0,11.86540952070746,-7.118610087423921,0.03373963543735547,0.0,0.0,0,6.880874142517757
10.0,11.865411521441548,-7.118610494098596,0.033739228762680665,0.015364555522140914,0.046093666564365456,1.6861902204010477e-08,6.880872982271489
20.0,11.865444336929256,-7.118616606074779,0.03373311678649727,0.1229153465861721,0.3687078932686311,2.765634962895677e-07,6.880853952288594
30.0,11.865584925133659,-7.118643064509014,0.03370665835226368,0.413904262084218,1.233079106715207,1.1848400672161878e-06,6.880772425174
40.0,11.865951591344821,-7.118713596116082,0.03363612674519514,0.9638729161554401,2.770740996939978,3.0900700069413434e-06,6.880559804489044
50.0,11.866661342110636,-7.118857348390015,0.033492374471261695,1.7961475261559794,4.822564227600239,5.9810484630231995e-06,6.88014827487261
60.0,11.867782429930585,-7.1191024804412555,0.03324724242002088,2.874790869649459,7.078409283430118,9.446481063914006e-06,6.879498342968655
70.0,11.869328742961473,-7.1194714279868165,0.03287829487446012,4.134868536483692,9.282578752170789,1.3027805231232376e-05,6.8786020953236475
80.0,11.8712752620874,-7.11997954460091,0.032370178260366346,5.510752306311279,11.293640506937733,1.6396883089241103e-05,6.877474218979903
90.0,11.873579525814344,-7.120635888546885,0.03171383431439226,6.948866882100872,13.059088724064123,1.9406647523058332e-05,6.876139531799737
100.0,11.876194589307032,-7.121444691081454,0.03090503177982216,8.409951466514096,14.577112438992689,2.2019372224177486e-05,6.8746254490415755
110.0,11.87907396538307,-7.122406765750362,0.02994295711091537,9.867038755902312,15.869272414184957,2.423906176886146e-05,6.872959104332605
120.0,11.882178842873818,-7.123520659373532,0.028829063487744923,11.302481814432134,16.96509368257969,2.613053996078385e-05,6.871163163007359
130.0,11.885473922097036,-7.124783451908884,0.027566270952391517,12.705263434063689,17.894507484326713,2.772358296198624e-05,6.869258230387409
140.0,11.888929984041075,-7.126191345137245,0.026158377724031578,14.068931790028797,18.68466400698768,2.9069579421178584e-05,6.867261365910481
150.0,11.892522823640117,-7.127740050864627,0.024609671996649547,15.390107754855832,19.358922002652797,3.0210911951333094e-05,6.865186703625757
160.0,11.896232798494166,-7.129425052752251,0.02292467010902641,16.667446114975228,19.936838751705494,3.1186131920000696e-05,6.863045717443811
170.0,11.900042847909672,-7.131241768724096,0.021107954137181292,17.900921166860105,20.43455970582111,3.201710669617684e-05,6.8608483687738495
180.0,11.903939110478781,-7.133185667507039,0.019164055354237246,19.09134785446269,20.865327802704744,3.2730867765267744e-05,6.85860275356669
190.0,11.907909681730029,-7.135252332234049,0.017097390627228558,20.240055760046655,21.23998170421818,3.334398191934413e-05,6.856315822304621
200.0,11.911945349307144,-7.1374375091493825,0.014912213711894468,21.348675101521895,21.567398525119938,3.387916464333099e-05,6.853992959778716
210.0,11.91603747438776,-7.139737117672304,0.012612605188972323,22.41898777152827,21.85486427265034,3.4341324365684935e-05,6.851639207824397
220.0,11.920179257854185,-7.142147271454883,0.010202451406394163,23.45283623310361,22.10838002750508,3.4745983066452495e-05,6.849258538425472
