T,V,Fv,Fd,Sv,Cv,CTE,density
0.0,11.500381951272871,-7.103687661157071,0.042776045691660824,0.0,0.0,0,7.099276346415913
10.0,11.500382705693811,-7.103687860745143,0.04277584610358934,0.007539439398712783,0.022618318196138125,6.559963779011958e-09,7.099275880705957
20.0,11.50039273810582,-7.103690847490636,0.042772859358095515,0.0603157259513565,0.18094672556597347,8.723538610517473e-08,7.099269687625232
30.0,11.500435581523696,-7.103703786090141,0.04275992075859115,0.20352884179438702,0.6101051630976867,3.7253734932750655e-07,7.099243240194116
40.0,11.500550317801936,-7.1037385676520195,0.042725139196712655,0.48081776252012365,1.4278780518507892,9.97659025607663e-07,7.09917241395318
50.0,11.500785413376148,-7.103811237295359,0.04265246955337326,0.9253251385945469,2.667852808307321,2.0441697306882193e-06,7.099027294819565
60.0,11.501186097043515,-7.103940140585097,0.04252356626363531,1.5469772481154813,4.24046953067527,3.4838464831911395e-06,7.0987799756068135
70.0,11.501782200928094,-7.104143261041769,0.04232044580696266,2.3312462417654123,5.991278916474611,5.182708854727571e-06,7.09841206650844
80.0,11.502586419602961,-7.104436125731878,0.042027581116853875,3.2487328192110936,7.775099680063354,6.9916334077400415e-06,7.097915771558979
90.0,11.503596076367078,-7.104830838676987,0.04163286817174515,4.265666279191204,9.489758282756743,8.776879485458616e-06,7.09729279604573
100.0,11.504799048826337,-7.105336037289101,0.04112766955963141,5.350542032122283,11.077273826673274,1.045626659060825e-05,7.096550684190259
110.0,11.50617917741404,-7.105957327631304,0.04050637921742782,6.476984234085305,12.51262725609726,1.1994673178846572e-05,7.095699476128719
120.0,11.507718255252765,-7.106697864820282,0.03976584202845101,7.6242904742852415,13.79161001888395,1.3374309351225704e-05,7.094750475330149
130.0,11.50939789374367,-7.107558926011217,0.03890478083751488,8.776891253416778,14.921581459572236,1.4593626064634861e-05,7.09371509397556
140.0,11.511201910911584,-7.108540409842137,0.03792329700659594,9.923448796086644,15.915434664935699,1.5671840194245574e-05,7.092603378282197
150.0,11.513114838762105,-7.109641215946145,0.03682249090258717,11.055934253596007,16.78800527513669,1.6615206895013064e-05,7.091424927556653
160.0,11.515123341386397,-7.11085955440276,0.03560415244597274,12.168832022319005,17.554105303864013,1.744230230755478e-05,7.090188019782875
170.0,11.51721589250644,-7.1121931699244145,0.03427053692431762,13.258496226560421,18.22754200960301,1.8168897236741365e-05,7.088899810807669
180.0,11.519382364584041,-7.113639506446936,0.03282420040179637,14.322652426346334,18.820706393386818,1.8807189561322722e-05,7.0875665879824385
190.0,11.521613586930213,-7.115195826168691,0.03126788068004161,15.360020674110404,19.344473061387077,1.9365537034698204e-05,7.086194042649984
200.0,11.523902490931015,-7.116859307284825,0.029604399563907494,16.370038335347868,19.80826096834436,1.986222985314825e-05,7.084786566501392
210.0,11.526242484382774,-7.118627095308763,0.027836611539969316,17.352649365963693,20.220163145561433,2.030144216495265e-05,7.083348252654083
220.0,11.5286272654367,-7.120496346037393,0.025967360811339813,18.308151805215402,20.587103654629814,2.0685732993348306e-05,7.081883010147551
230.0,11.531052829305478,-7.122464274328902,0.023999432519829965,19.237091941120415,20.91499698750905,2.1035059891613612e-05,7.080393331814912
240.0,11.53351411451434,-7.124528146959785,0.021935559888946878,20.140174539402498,21.208890794026313,2.134028869625988e-05,7.078882355437072
250.0,11.536007741226884,-7.1266853206369705,0.01977838621176133,21.01821120642076,21.473098472578073,2.161602842578519e-05,7.077352182214893
260.0,11.538530627790328,-7.128933239090134,0.017530467758597415,21.872074189681356,21.71131055186031,2.1864885961888257e-05,7.07580472723113
270.0,11.541079431464215,-7.131269432418647,0.015194274430085062,22.702664182005982,21.92669068539829,2.2084621191833074e-05,7.074242062560848
280.0,11.543652123664392,-7.13369153483038,0.012772172018351947,23.510892863381986,22.121958385814523,2.2286640073837428e-05,7.072665451694412
290.0,11.546245932613303,-7.13619726462416,0.010266442224571931,24.297661805570495,22.299456206549312,2.2464521923824343e-05,7.071076611213418
300.0,11.548859535606336,-7.138784445618263,0.007679261230469463,25.06385799427816,22.46120884281804,2.263083194470823e-05,7.069476367748853
310.0,11.551490496319479,-7.14145097827455,0.005012728574181932,25.81033941276062,22.608969803819022,2.2775941459511226e-05,7.06786622794984
320.0,11.554138007229744,-7.144194866636416,0.002268840212316145,26.537938225937243,22.74426352939638,2.291396302007304e-05,7.06624669969606
330.0,11.556800256125793,-7.147014186431454,-0.0005504795827212805,27.247450472778286,22.86841781346791,2.303621103634062e-05,7.064618904193969
340.0,11.559475873769841,-7.1499070975537515,-0.0034433907050193807,27.939638769032896,22.982593145169567,2.3146530805252696e-05,7.062983690003036
350.0,11.56216423505128,-7.152871844820367,-0.006408137971634344,28.61523274064486,23.087806769183917,2.3251367363296513e-05,7.061341449718464
360.0,11.564863907362808,-7.155906735842267,-0.009443028993534802,29.274924718984263,23.18495216859532,2.3343744752658686e-05,7.059693068194328
370.0,11.567573995936947,-7.159010153665348,-0.012546446816615764,29.919374349163192,23.274816776902323,2.342832278479987e-05,7.058039100514695
380.0,11.570293961411766,-7.162180551666795,-0.015716844818062882,30.549209094061418,23.35809631734822,2.3508179514630404e-05,7.056379884012733
390.0,11.573023110726746,-7.165416443833746,-0.018952736985014013,31.16502397146902,23.43540687028715,2.3581991402495177e-05,7.0547158491151585
400.0,11.575760375564446,-7.168716398247036,-0.0222526913983037,31.767382251403767,23.507295269604437,2.3646522983303464e-05,7.0530476541104905
410.0,11.578505573994187,-7.172079051239284,-0.025615344390552006,32.35682062519968,23.57424847277895,2.3709436526134358e-05,7.051375416253781
420.0,11.581257783982736,-7.175503082340202,-0.02903937549146981,32.93384584829264,23.636700616745586,2.3764344425135007e-05,7.049699703113153
430.0,11.584016812505478,-7.178987231990598,-0.03252352514186568,33.49894055304317,23.69504006769808,2.3817545911743415e-05,7.048020637649724
440.0,11.586782058287856,-7.182530282927919,-0.036066576079187056,34.0525612962253,23.749614679924676,2.386551993872837e-05,7.04633859087916
450.0,11.589553104622292,-7.186131066153429,-0.03966735930469706,34.595141704975475,23.80073684787327,2.3909863559197455e-05,7.044653820936162
460.0,11.592329673082153,-7.189788458130013,-0.04332475128128117,35.12709367240974,23.848687685274008,2.3951772751154554e-05,7.042966501461866
470.0,11.595111307953598,-7.193501373753482,-0.04703766690474931,35.64880768546434,23.893720580773568,2.398972116409825e-05,7.0412769134364845
480.0,11.597897511349403,-7.197268766183717,-0.05080505933498449,36.16065443631819,23.9360644056563,2.4023348999928478e-05,7.039585362909518
490.0,11.600688149508988,-7.201089631507868,-0.054625924659135544,36.66298718726582,23.975926366638824,2.4055798445913043e-05,7.037891934443189
500.0,11.603483189090486,-7.204963003000227,-0.05849929615149524,37.1561420646028,24.013494335574027,2.4087935802982304e-05,7.036196651552136
510.0,11.606281919488453,-7.208887936242958,-0.062424229394226025,37.64043674024677,24.048938783580407,2.4113927417763114e-05,7.03449994819861
