T,V,Fv,Fd,Sv,Cv,CTE,density
0.0,12.194073643177141,-7.116226179413903,0.03462899319514853,0.0,0.0,0,6.695415490384697
10.0,12.194075557976669,-7.116226555817467,0.03462861679158447,0.014210898606453498,0.04263269581851574,1.5702703486793074e-08,6.695414439023455
20.0,12.194104857231649,-7.116232204344343,0.03462296826470843,0.11368676418568402,0.34103557890469605,2.4027393008798315e-07,6.695398351688047
30.0,12.194231287750789,-7.116256664900399,0.03459850770865322,0.38301099326276966,1.1425197969686471,1.0368059794567498e-06,6.695328933397588
40.0,12.194562466039661,-7.116321974868567,0.034533197740484675,0.8942104497605271,2.5842631477070905,2.715786563026971e-06,6.695147102554064
50.0,12.195207694224061,-7.116455600835629,0.03439957177342281,1.6742734879555456,4.5410569285131865,5.290833912614885e-06,6.6947928734406625
60.0,12.196236674970722,-7.116684696205713,0.03417047640333936,2.694957869302472,6.7289764794121245,8.436870930622946e-06,6.694228042406858
70.0,12.197668532663211,-7.117031473702512,0.03382369890653964,3.897894643131883,8.89766150780052,1.1738781789777238e-05,6.69344222158445
80.0,12.199485567861268,-7.117511608905668,0.03334356370338326,5.221216758078993,10.89943179225985,1.4894359175633842e-05,6.692445276258754
90.0,12.20165105159898,-7.118134740999457,0.03272043160959453,6.612839799100003,12.673040189906981,1.7747464900884812e-05,6.691257536882339
100.0,12.204121789462638,-7.118905753962181,0.031949418646870086,8.033660431755772,14.209351739914775,2.02451098594584e-05,6.6899028844430175
110.0,12.20685537925889,-7.119826097782818,0.031029074826233106,9.456235261919693,15.524822751987058,2.2393890247087512e-05,6.688404754933439
120.0,12.209813523798227,-7.120894876623703,0.029960295985347715,10.862203248790104,16.64575047629774,2.422759801835447e-05,6.686784315115573
130.0,12.21296290117351,-7.122109660729905,0.028745511879146656,12.239806720785031,17.60017122105652,2.5787168934910303e-05,6.685059982747921
140.0,12.216275271945086,-7.123467064592416,0.027388108016635767,13.581911236171749,18.414200178326155,2.7114408425154233e-05,6.683247368280732
150.0,12.219726880843755,-7.124963144830351,0.025892027778699492,14.884544187603936,19.110690234947686,2.824620330982503e-05,6.681359604641389
160.0,12.223298005306994,-7.1265936708989415,0.024261501710109976,16.145859108663792,19.709005502774534,2.9215719535663298e-05,6.679407597358128
170.0,12.22697211013001,-7.128354303431796,0.02250086917725498,17.365415842919266,20.225276842278227,3.0049179714511962e-05,6.677400490165333
180.0,12.230735412154898,-7.130240712540531,0.02061446006852071,18.54368722853825,20.672827650480258,3.076922113079138e-05,6.675345906042725
190.0,12.234576358379188,-7.132248652804313,0.01860651980473783,19.681722697042947,21.06262393641987,3.139419062646776e-05,6.673250235224006
200.0,12.23848526713485,-7.134374010061682,0.01648116254736899,20.780920445791146,21.403687721493625,3.1939481646138134e-05,6.671118833689926
210.0,12.242453929272623,-7.13661282804494,0.014242344564111269,21.84287361028177,21.703452917797655,3.241721113022296e-05,6.668956243012861
220.0,12.246475408860528,-7.1389613229550815,0.011893849653969574,22.869267597604626,21.968061736102474,3.283785296294811e-05,6.666766300967617
230.0,12.250543824232661,-7.141415888933213,0.009439283675838551,23.86181198526331,22.202606918599002,3.3210079736098165e-05,6.664552262563246
240.0,12.254654006539567,-7.143973096511027,0.006882076098024936,24.822195726925237,22.411327695375853,3.353976623667172e-05,6.662316987313662
250.0,12.25880170108593,-7.146629691462698,0.00422548114635337,25.752059933676932,22.59776789504621,3.3834420749262906e-05,6.6600628309525245
260.0,12.262983173090646,-7.149382586513561,0.0014725860954900027,26.652980068972997,22.764902733850764,3.4098326204107845e-05,6.6577918610030276
270.0,12.26719505698915,-7.152228853281561,-0.0013736806725095085,27.52645623094271,22.91524093043282,3.433453107199646e-05,6.655505939387803
280.0,12.271434550261896,-7.155165716478927,-0.004310543869875297,28.37390939812052,23.050907127863386,3.454765826587847e-05,6.653206617939998
