T,V,Fv,Fd,Sv,Cv,CTE,density
0.0,11.818696966837084,-7.113665320739514,0.03185758937908296,0.0,0.0,0,6.908070305086232
10.0,11.818699778931306,-7.113665805037119,0.031857105081478335,0.01825166801562224,0.05475500403331468,2.3793600599751706e-08,6.908068661407575
20.0,11.81874266862885,-7.113673072367255,0.03184983775134179,0.14600871869862267,0.43793076971757566,3.6289560359468774e-07,6.90804359233011
30.0,11.818927908749293,-7.113704520120604,0.03181838999799323,0.4909552861036209,1.4572211468507876,1.5673174578348438e-06,6.9079353213568915
40.0,11.819406269029425,-7.1137879890243045,0.031734921094292885,1.1356160454863515,3.2202397111886873,4.047244584405273e-06,6.907655740318704
50.0,11.820313392991931,-7.113956454827303,0.03156645529129433,2.091852599358908,5.481411406976755,7.674280134092094e-06,6.907125627466493
60.0,11.821715921555688,-7.11424010914243,0.03128280097616749,3.304400328442867,7.875533843626056,1.1864001580341828e-05,6.906306165972894
70.0,11.823612687421106,-7.114661553107767,0.030861357010829975,4.693515986656534,10.142684019150702,1.6042185375672688e-05,6.905198243535137
80.0,11.8259632966248,-7.11523515851794,0.030287751600656585,6.185961289537111,12.160239241069766,1.9876682725410146e-05,6.90382571918871
90.0,11.828711519386452,-7.115968509627003,0.029554400491593892,7.72571773358822,13.896884381841804,2.3233492144507424e-05,6.902221719382571
100.0,11.83179956093347,-7.116864278425575,0.028658631693022695,9.273851176930828,15.367096191913655,2.609950862601174e-05,6.900420273429535
110.0,11.835174891172104,-7.117921840052869,0.027601070065728487,10.804910388414743,16.603146771323406,2.8519479176861865e-05,6.8984523095065375
120.0,11.838792147965073,-7.119138472640266,0.02638443747833108,12.303098812131783,17.64098223889301,3.055427232575471e-05,6.896344537601629
130.0,11.8426126699917,-7.120510188821039,0.02501272129755801,13.759199272793444,18.514105750349415,3.22608037017738e-05,6.894119721427755
140.0,11.846604835015139,-7.122032300027122,0.02349061009147499,15.168354066989368,19.251475270511794,3.3698811423497487e-05,6.891796485023521
150.0,11.850742745515564,-7.12369978068262,0.021823129435977192,16.528534383783242,19.877217423992995,3.4916887399240525e-05,6.88939008420506
160.0,11.855004607303734,-7.125507498998258,0.020015411120339714,17.839510757157672,20.411068619906096,3.594989567143362e-05,6.8869133556573905
170.0,11.859372478736852,-7.127450367613044,0.0180725425055534,19.102172786166616,20.86903903194863,3.6830544288487705e-05,6.884376867983826
180.0,11.863831869904912,-7.12952343572909,0.01599947438950658,20.318081449287778,21.26408028187822,3.758811838334085e-05,6.881789160256733
190.0,11.868370153897459,-7.131721934966432,0.01380097515216512,21.489173161339995,21.606674941342554,3.823847700820687e-05,6.879157668890935
200.0,11.872977290959358,-7.1340413149316895,0.011481595186907476,22.61757237405687,21.905330057629836,3.880355322003122e-05,6.876488311283796
210.0,11.87764464862023,-7.136477249972511,0.009045660146085883,23.70546703317954,22.166975284066297,3.929531316137921e-05,6.873786173667372
220.0,11.882364937335861,-7.139025642606255,0.006497267512342433,24.75503175255012,22.39728108352073,3.972516195660639e-05,6.8710555509773314
230.0,11.887131747941762,-7.1416826173741095,0.003840292744486922,25.768379524186493,22.600910271115904,4.0100595391533695e-05,6.868300216791707
240.0,11.891940116169318,-7.144444518659328,0.0010783914592691762,26.74753578090043,22.78171703962084,4.0433841581642574e-05,6.865523099162697
250.0,11.896785295303978,-7.147307891962385,-0.0017849818437881207,27.694420318679214,22.942903118247933,4.0726793115892964e-05,6.862726991773778
260.0,11.901663491895313,-7.1502694794274735,-0.004746569308876736,28.610842989785368,23.087142197392648,4.098751905275121e-05,6.859914130240486
270.0,11.906571002468423,-7.153326201646043,-0.007803291527445855,29.498500304740155,23.216677902033087,4.121682533193498e-05,6.857086691415504
280.0,11.911505240490499,-7.156475155861758,-0.010952245743161226,30.358980717020785,23.333402565272102,4.142413509001816e-05,6.854246202561213
290.0,11.91646366906898,-7.159713595980074,-0.014190685861477134,31.19376604158831,23.438919410847294,4.160989968317325e-05,6.851394157592289
300.0,11.921443697738896,-7.163038920903098,-0.0175160107845007,32.00423672129158,23.5345928872508,4.1773704562816734e-05,6.848532076438462
310.0,11.926443750984633,-7.166448675294936,-0.020925765176339726,32.79168102118408,23.621589650890158,4.19240919601427e-05,6.845660891552817
320.0,11.931461839132051,-7.16994052650357,-0.024417616384973757,33.55729728091549,23.700911020869345,4.205761385381958e-05,6.842781769929306
330.0,11.936496495687557,-7.173512265292092,-0.027989355173494712,34.302202861795706,23.773420133306473,4.2178679123511755e-05,6.839895574963445
340.0,11.941546036923468,-7.177161790182077,-0.0316388800634798,35.02743808316692,23.83986369390397,4.228548983772761e-05,6.837003291615183
350.0,11.946610186325522,-7.180887118045159,-0.035364207926561725,35.73397665590124,23.900890466392426,4.23898438391405e-05,6.8341050965965895
360.0,11.951686613925267,-7.18468633875578,-0.03916342863718281,36.42272112802485,23.9570653187004,4.247457085956476e-05,6.831202339784719
370.0,11.95677527201737,-7.188557657582469,-0.04303474746387207,37.09452041394891,24.008882683747473,4.255878342058659e-05,6.828295063175908
380.0,11.961874885382862,-7.192499349559715,-0.04697643944111833,37.75016435128562,24.056776018749623,4.263222458314509e-05,6.825384009089375
